10000 610 31.25 5 5832 -2.96028739976536 -0.0030505065997157 1 3355954
20000 610 31.25 5 5832 -2.96034249228225 -0.00325651525382883 1 3355954
30000 610 31.25 5 5832 -2.9603030418338 -0.00333801772678028 1 3355954
40000 610 31.25 5 5832 -2.96032842103671 -0.00310151148127447 1 3355954
50000 610 31.25 5 5832 -2.96032052326687 -0.00337470615787016 1 3355954
60000 610 31.25 5 5832 -2.96027321502214 -0.00306458420858797 1 3355954
70000 610 31.25 5 5832 -2.96030696045892 -0.00329788939951139 1 3355954
80000 610 31.25 5 5832 -2.96020645544309 -0.00331215628948358 1 3355954
90000 610 31.25 5 5832 -2.96026962350425 -0.00311532780473097 1 3355954
100000 610 31.25 5 5832 -2.96025548764236 -0.00328429683950111 1 3355954
110000 610 31.25 5 5832 -2.96032437731094 -0.00326701033052887 1 3355954
120000 610 31.25 5 5832 -2.96042151270744 -0.00314063353734237 1 3355954
130000 610 31.25 5 5832 -2.96023372489204 -0.00314219756122381 1 3355954
140000 610 31.25 5 5832 -2.96038452041882 -0.00325561309568409 1 3355954
150000 610 31.25 5 5832 -2.96025677231676 -0.00324255142420386 1 3355954
160000 610 31.25 5 5832 -2.96020218133563 -0.00315333134305846 1 3355954
170000 610 31.25 5 5832 -2.96018235073736 -0.00313676638118779 1 3355954
180000 610 31.25 5 5832 -2.96028595701007 -0.00314437801877198 1 3355954
190000 610 31.25 5 5832 -2.96014571020989 -0.00309211703511376 1 3355954
200000 610 31.25 5 5832 -2.96030679585331 -0.00319110566556014 1 3355954
210000 610 31.25 5 5832 -2.96030738994961 -0.00298499426605623 1 3355954
220000 610 31.25 5 5832 -2.96040869681231 -0.00315247712876305 1 3355954
230000 610 31.25 5 5832 -2.96037765765709 -0.00332167418738814 1 3355954
240000 610 31.25 5 5832 -2.96024197117029 -0.00334957933158664 1 3355954
250000 610 31.25 5 5832 -2.96020230832774 -0.00317195494700901 1 3355954
260000 610 31.25 5 5832 -2.96022112168155 -0.00316834410672508 1 3355954
270000 610 31.25 5 5832 -2.96037260744066 -0.00332801154137054 1 3355954
280000 610 31.25 5 5832 -2.96015494261085 -0.00321830894674526 1 3355954
290000 610 31.25 5 5832 -2.96032426102285 -0.00305529951368818 1 3355954
300000 610 31.25 5 5832 -2.96031320879982 -0.00323646464723016 1 3355954
310000 610 31.25 5 5832 -2.96022133532345 -0.00307936574303549 1 3355954
320000 610 31.25 5 5832 -2.96028453832687 -0.00323166046286225 1 3355954
330000 610 31.25 5 5832 -2.96024870680916 -0.00319006175800114 1 3355954
340000 610 31.25 5 5832 -2.9603137162136 -0.00312290071865415 1 3355954
350000 610 31.25 5 5832 -2.9602592390077 -0.00293217138044581 1 3355954
360000 610 31.25 5 5832 -2.96028439040307 -0.00321810329222512 1 3355954
370000 610 31.25 5 5832 -2.96033671864871 -0.00325010493131939 1 3355954
380000 610 31.25 5 5832 -2.96022081550942 -0.00334149372896902 1 3355954
390000 610 31.25 5 5832 -2.96016023982401 -0.00324222334158342 1 3355954
400000 610 31.25 5 5832 -2.96038835790305 -0.00313570462650431 1 3355954
410000 610 31.25 5 5832 -2.96030548148363 -0.00335401118150623 1 3355954
420000 610 31.25 5 5832 -2.96033919282329 -0.00317193749327133 1 3355954
430000 610 31.25 5 5832 -2.96025891870458 -0.00312321783410602 1 3355954
440000 610 31.25 5 5832 -2.96032129384336 -0.00342965096301129 1 3355954
450000 610 31.25 5 5832 -2.96023895281437 -0.00325483901557904 1 3355954
460000 610 31.25 5 5832 -2.96033316878898 -0.00324971290988905 1 3355954
470000 610 31.25 5 5832 -2.96021746716071 -0.00334867252950783 1 3355954
480000 610 31.25 5 5832 -2.96029712225584 -0.00322604917742189 1 3355954
490000 610 31.25 5 5832 -2.9602190091569 -0.00315392214840239 1 3355954
500000 610 31.25 5 5832 -2.96024145287794 -0.00311691605166166 1 3355954
510000 610 31.25 5 5832 -2.96030535542121 -0.00319060407313497 1 3355954
520000 610 31.25 5 5832 -2.96033428758473 -0.00332438916705745 1 3355954
530000 610 31.25 5 5832 -2.96028353514521 -0.00304884223624889 1 3355954
540000 610 31.25 5 5832 -2.96022318793733 -0.00328041264974721 1 3355954
550000 610 31.25 5 5832 -2.96023478232741 -0.00325591914370459 1 3355954
560000 610 31.25 5 5832 -2.96024950497932 -0.00334385232429903 1 3355954
570000 610 31.25 5 5832 -2.96030236482893 -0.00316049688602202 1 3355954
580000 610 31.25 5 5832 -2.9602364339138 -0.00316496087672487 1 3355954
590000 610 31.25 5 5832 -2.96033404869629 -0.00327437770157622 1 3355954
600000 610 31.25 5 5832 -2.96026068866282 -0.00324928317671266 1 3355954
610000 610 31.25 5 5832 -2.96014764136593 -0.00305550358599993 1 3355954
620000 610 31.25 5 5832 -2.96028140650554 -0.00334136116697025 1 3355954
630000 610 31.25 5 5832 -2.9602614000364 -0.00311340791652588 1 3355954
640000 610 31.25 5 5832 -2.96039567320083 -0.00308552253328584 1 3355954
650000 610 31.25 5 5832 -2.96030134743517 -0.00334442903896796 1 3355954
660000 610 31.25 5 5832 -2.9603156478217 -0.0031476980315273 1 3355954
670000 610 31.25 5 5832 -2.96039202497006 -0.00313362089374082 1 3355954
680000 610 31.25 5 5832 -2.96031033251763 -0.00331912524938883 1 3355954
690000 610 31.25 5 5832 -2.96025690207942 -0.00329521485533734 1 3355954
700000 610 31.25 5 5832 -2.96033665254226 -0.00338132542169906 1 3355954
710000 610 31.25 5 5832 -2.9603382452029 -0.00334045501777145 1 3355954
720000 610 31.25 5 5832 -2.96030074525252 -0.00310276730505091 1 3355954
730000 610 31.25 5 5832 -2.9602995187974 -0.0032808360699889 1 3355954
740000 610 31.25 5 5832 -2.96023379809695 -0.00337746570612399 1 3355954
750000 610 31.25 5 5832 -2.96027156592966 -0.00317792273177672 1 3355954
760000 610 31.25 5 5832 -2.96014470116042 -0.00322997025099361 1 3355954
770000 610 31.25 5 5832 -2.96028110417737 -0.00338054064250682 1 3355954
780000 610 31.25 5 5832 -2.96023966284429 -0.0032306457204058 1 3355954
790000 610 31.25 5 5832 -2.96029767050283 -0.00326785690912631 1 3355954
800000 610 31.25 5 5832 -2.96006801780048 -0.00330221615468818 1 3355954
810000 610 31.25 5 5832 -2.96021703382134 -0.00325060909737828 1 3355954
820000 610 31.25 5 5832 -2.96038786159529 -0.00326000812455069 1 3355954
830000 610 31.25 5 5832 -2.96026988996285 -0.00308097588003343 1 3355954
840000 610 31.25 5 5832 -2.96039527857855 -0.00334873239523237 1 3355954
850000 610 31.25 5 5832 -2.96029545183552 -0.00332871376496003 1 3355954
860000 610 31.25 5 5832 -2.96035362527543 -0.00306239894152299 1 3355954
870000 610 31.25 5 5832 -2.96025902180645 -0.00314113822549262 1 3355954
880000 610 31.25 5 5832 -2.9602390352523 -0.00289728228455447 1 3355954
890000 610 31.25 5 5832 -2.96026913246398 -0.00328639402495235 1 3355954
900000 610 31.25 5 5832 -2.9602689140482 -0.00329561924551256 1 3355954
910000 610 31.25 5 5832 -2.96030038643022 -0.0032957697670213 1 3355954
920000 610 31.25 5 5832 -2.96025698151232 -0.00315077161855465 1 3355954
930000 610 31.25 5 5832 -2.96025538737337 -0.00320020113169673 1 3355954
940000 610 31.25 5 5832 -2.96024207604167 -0.00339085431164797 1 3355954
950000 610 31.25 5 5832 -2.96025984830596 -0.00327981162870096 1 3355954
960000 610 31.25 5 5832 -2.96032848634997 -0.00330573073444952 1 3355954
970000 610 31.25 5 5832 -2.96023563929472 -0.00320840858994655 1 3355954
980000 610 31.25 5 5832 -2.96021805712441 -0.00326431989969297 1 3355954
990000 610 31.25 5 5832 -2.96018840982324 -0.00330444696062066 1 3355954
1000000 610 31.25 5 5832 -2.96033814460191 -0.00310434306882693 1 3355954
1010000 610 31.25 5 5832 -2.9602343697088 -0.00321166719549468 1 3355954
1020000 610 31.25 5 5832 -2.96026971527616 -0.00324537153144848 1 3355954
1030000 610 31.25 5 5832 -2.96017194073248 -0.00300285127103268 1 3355954
1040000 610 31.25 5 5832 -2.96019324904932 -0.00328349692572953 1 3355954
1050000 610 31.25 5 5832 -2.9602462519 -0.00304910580197335 1 3355954
